date,CABO DELGADO,GAZA,INHAMBANE,MANICA,MAPUTO CIDADE,MAPUTO PROVINCIA,NAMPULA,NIASSA,SOFALA,TETE,ZAMBEZIA
4/25/2022,2693091,1469140,1569465,2255195,1131216,2418099,6539381,2154320,2623533,3109206,5900709
5/2/2022,2694529,1469349,1569789,2256405,1131272,2419813,6542451,2155667,2624957,3111003,5903576
5/9/2022,2695968,1469558,1570113,2257614,1131328,2421527,6545520,2157015,2626380,3112801,5906442
5/16/2022,2697406,1469766,1570436,2258824,1131384,2423241,6548590,2158362,2627804,3114598,5909309
5/23/2022,2698844,1469975,1570760,2260034,1131440,2424956,6551659,2159709,2629228,3116396,5912176
5/30/2022,2700283,1470184,1571083,2261244,1131496,2426670,6554728,2161056,2630651,3118193,5915042
6/6/2022,2701721,1470392,1571407,2262454,1131552,2428384,6557798,2162403,2632075,3119991,5917909
6/13/2022,2703159,1470601,1571730,2263664,1131608,2430098,6560867,2163750,2633499,3121788,5920776
6/20/2022,2704598,1470810,1572054,2264874,1131664,2431812,6563937,2165097,2634923,3123586,5923642
6/27/2022,2706036,1471018,1572377,2266084,1131720,2433526,6567006,2166444,2636346,3125383,5926509
7/4/2022,2707475,1471227,1572701,2267294,1131777,2435241,6570076,2167792,2637770,3127181,5929376
7/11/2022,2708913,1471436,1573025,2268504,1131833,2436955,6573145,2169139,2639194,3128979,5932242
7/18/2022,2710351,1471644,1573348,2269714,1131889,2438669,6576214,2170486,2640617,3130776,5935109
7/25/2022,2711790,1471853,1573672,2270924,1131945,2440383,6579284,2171833,2642041,3132574,5937975
8/1/2022,2713228,1472062,1573995,2272134,1132001,2442097,6582353,2173180,2643465,3134371,5940842
8/8/2022,2714666,1472270,1574319,2273344,1132057,2443811,6585423,2174527,2644889,3136169,5943709
8/15/2022,2716105,1472479,1574642,2274554,1132113,2445525,6588492,2175874,2646312,3137966,5946575
8/22/2022,2717543,1472688,1574966,2275764,1132169,2447240,6591561,2177221,2647736,3139764,5949442
8/29/2022,2718981,1472896,1575289,2276974,1132225,2448954,6594631,2178568,2649160,3141561,5952309
9/5/2022,2720420,1473105,1575613,2278183,1132281,2450668,6597700,2179916,2650583,3143359,5955175
9/12/2022,2721858,1473314,1575937,2279393,1132337,2452382,6600770,2181263,2652007,3145156,5958042
9/19/2022,2723296,1473522,1576260,2280603,1132393,2454096,6603839,2182610,2653431,3146954,5960909
9/26/2022,2724735,1473731,1576584,2281813,1132449,2455810,6606909,2183957,2654855,3148751,5963775
10/3/2022,2726173,1473940,1576907,2283023,1132506,2457525,6609978,2185304,2656278,3150549,5966642
10/10/2022,2727611,1474148,1577231,2284233,1132562,2459239,6613047,2186651,2657702,3152346,5969509
10/17/2022,2729050,1474357,1577554,2285443,1132618,2460953,6616117,2187998,2659126,3154144,5972375
10/24/2022,2730488,1474566,1577878,2286653,1132674,2462667,6619186,2189345,2660549,3155941,5975242
10/31/2022,2731926,1474774,1578201,2287863,1132730,2464381,6622256,2190692,2661973,3157739,5978109
11/7/2022,2733365,1474983,1578525,2289073,1132786,2466095,6625325,2192040,2663397,3159536,5980975
11/14/2022,2734803,1475192,1578849,2290283,1132842,2467809,6628395,2193387,2664821,3161334,5983842
11/21/2022,2736241,1475400,1579172,2291493,1132898,2469524,6631464,2194734,2666244,3163131,5986709
11/28/2022,2737680,1475609,1579496,2292703,1132954,2471238,6634533,2196081,2667668,3164929,5989575
12/5/2022,2739118,1475818,1579819,2293913,1133010,2472952,6637603,2197428,2669092,3166726,5992442
12/12/2022,2740556,1476026,1580143,2295123,1133066,2474666,6640672,2198775,2670515,3168524,5995309
12/19/2022,2741995,1476235,1580466,2296333,1133122,2476380,6643742,2200122,2671939,3170321,5998175
12/26/2022,2743433,1476444,1580790,2297543,1133178,2478094,6646811,2201469,2673363,3172119,6001042
